licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Ballynagran Residual Landfill - W0165,Site Updates/Notifications,Info requested dring Site Visit 09/04/25,2025-04-23T00:00:00+00:00,Closed,2025-04-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7eb944a6-ab1a-f011-a373-0050568a2d1a,W0165,7207345b-6c69-4fa6-9401-b0a8e715d64c
TC Farms Limited - P0985,Annual Environmental Report,AER 2024 Report with Supporting documents,2025-04-23T00:00:00+00:00,Open,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=99f6d3b2-6820-f011-a373-0050568a2d1a,P0985,3446ac20-ffe1-e511-987f-0050568a69e2
Kepak Cork - P0595,Site Updates/Notifications,Analytical Quality Control and Lab Competence,2025-04-23T00:00:00+00:00,Open,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b7486022-4a20-f011-a373-0050568a2d1a,P0595,111c398f-0328-4313-8814-14ed512920b2
Ballynacarrick Landfill Site - W0024,Monitoring Returns,LFG Rtn - Q1 2025,2025-04-23T00:00:00+00:00,Closed,2025-04-15T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=d6afc9eb-db19-f011-a373-0050568a2d1a,W0024,708e0e98-3eb9-4ef5-8da8-81b1f6b4c18b
FSW Coatings Limited - P0244,Monitoring Returns,2503_Storm water,2025-04-23T00:00:00+00:00,Closed,2025-04-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e3328037-d01a-f011-a373-0050568a2d1a,P0244,d5f83054-c22b-4601-8665-9b4d3f00a538
PDM Timber Treatment Limited - P0325,Monitoring Returns,Surface Water Monitoring Report: February 2025,2025-04-23T00:00:00+00:00,Open,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e93fcd79-5420-f011-a373-0050568a2d1a,P0325,9a5dfee4-003a-4c50-9ade-d074dff60ab8
James and Nuala Gleeson - P0411,Annual Environmental Report,AER 2024 Report + Supporting Documentation,2025-04-23T00:00:00+00:00,Open,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=fa57e84a-6f20-f011-a373-0050568a2d1a,P0411,b6fe9bdb-2b51-4270-bd72-94578cb0746f
Holmestown Waste Management Facility - W0191,Requests for Approval and Site Reports,SEW Holmestown Landfill,2025-04-23T00:00:00+00:00,Open,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=fe8d9b1c-5320-f011-a373-0050568a2d1a,W0191,cc7d3f43-b6e6-413a-b51e-64cd4f8a5fae
Bord na Móna Plc (Kilberry) - W0198,EPA Initiated Correspondence,,2025-04-23T00:00:00+00:00,Closed,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/MeetingCorrespondence/epainiciatedcorrespondencebyid?epainitiatedcorrespondence_id=2dfc50f2-4c20-f011-a373-0050568a2d1a,W0198,fcfbe6a2-10b4-4e5c-9a43-b0e9a7ab7331
Ballynagran Residual Landfill - W0165,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=0a258132-6d1f-f011-a373-0050568a2d1a,W0165,7207345b-6c69-4fa6-9401-b0a8e715d64c
Huntstown Bioenergy Unlimited Company - P0993,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=14f967d5-491f-f011-a373-0050568a2d1a,P0993,3c30d42b-0fe8-e411-b3b4-0050568a69e2
Starrus Eco Holdings Limited (Sligo) - W0058,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=1b16b93a-701f-f011-a373-0050568a2d1a,W0058,596c7017-578c-493a-b66b-d6f0b4bd1410
Milltown Composting Systems Limited - W0270,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=1bb4471f-8a1f-f011-a373-0050568a2d1a,W0270,fe25a7be-b6b1-4353-a8b8-5d5ce20c15dd
Huntstown Bioenergy Unlimited Company - P0993,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=66538f3e-4a1f-f011-a373-0050568a2d1a,P0993,3c30d42b-0fe8-e411-b3b4-0050568a69e2
Huntstown Bioenergy Unlimited Company - P0993,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=a41b5464-491f-f011-a373-0050568a2d1a,P0993,3c30d42b-0fe8-e411-b3b4-0050568a69e2
Starrus Eco Holdings Limited (Sligo) - W0058,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=bcc74af5-591f-f011-a373-0050568a2d1a,W0058,596c7017-578c-493a-b66b-d6f0b4bd1410
Huntstown Bioenergy Unlimited Company - P0993,Non Compliance,,2025-04-23T00:00:00+00:00,Issued,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=d37013a5-491f-f011-a373-0050568a2d1a,P0993,3c30d42b-0fe8-e411-b3b4-0050568a69e2
Milltown Composting Systems Limited - W0270,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-03-14T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=09153459-fe03-f011-a373-0050568a2d1a,W0270,fe25a7be-b6b1-4353-a8b8-5d5ce20c15dd
Ballynagran Residual Landfill - W0165,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=137a8a31-a6d1-ef11-a325-0050568a66b2,W0165,7207345b-6c69-4fa6-9401-b0a8e715d64c
John Ronan & Sons - P0225,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-04-14T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=18716b40-ca19-f011-a373-0050568a2d1a,P0225,1790d3d5-2c8e-4c78-bb3d-8f5047470ba5
Intel Ireland Limited - P0207,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-02-20T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=3d02f3ba-dcbd-ef11-a324-0050568a66b2,P0207,2c0af8b7-fb39-4182-bc57-f49fdcb25313
Huntstown Bioenergy Unlimited Company - P0993,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-03-27T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=52bb0914-1d0b-f011-a373-0050568a2d1a,P0993,3c30d42b-0fe8-e411-b3b4-0050568a69e2
Sunoco Bantry Bay Terminal Limited - P0419,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-04-01T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=89798a31-a6d1-ef11-a325-0050568a66b2,P0419,97db36ae-416d-42b0-af9a-0e83c77dd893
Liebherr Container Cranes Limited - P0146,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-03-14T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=b1fcf1e2-db03-f011-a373-0050568a2d1a,P0146,1b7c68f1-bf2a-4366-854d-468f864c5d1a
Starrus Eco Holdings Limited (Sligo) - W0058,Site Visit,,2025-04-23T00:00:00+00:00,Closed,2025-03-26T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=f5798a31-a6d1-ef11-a325-0050568a66b2,W0058,596c7017-578c-493a-b66b-d6f0b4bd1410
Barclay Chemicals Manufacturing Limited - P0522,Compliance Investigation,"P0522-01, Glyphosate in groundwater and surface water",2025-04-23T00:00:00,Closed,2020-03-11T00:00:00,https://data.epa.ie/leap/api/v1/Ci/byid?ci_id=1d9735e0-465d-ea11-a325-0050568a2d1a,P0522,ce5e8581-496b-4350-908d-00982ca6fb6a
Bailieboro Foods Limited - P0406,Complaint,"P0406-05, 14/03/2025, Odour",2025-04-23T00:00:00,Closed,2025-03-15T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=a598529f-8901-f011-a373-0050568a2d1a,P0406,0482399b-94b4-45f7-b9bc-46b09fc0aaba
Mr T.A. Norton - P0259,Annual Environmental Report,AER 2024 - P0259,2025-04-23T00:00:00,Closed,2025-03-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0a39ce1b-110b-f011-a373-0050568a2d1a,P0259,a7db58ad-9750-44b2-92c3-efea5b43aa79
Lohermore Farms Limited - P0703,Annual Environmental Report,AER 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=125600bc-3d0e-f011-a373-0050568a2d1a,P0703,67460fed-5735-47c7-a59b-98510a1c836b
Mr Michael O'Connor (Ballyhane) - P0388,Annual Environmental Report,AER 2024 ,2025-04-23T00:00:00,Closed,2025-03-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1b0f6cc0-c608-f011-a373-0050568a2d1a,P0388,7ee86bca-21fa-4334-81a0-bc796f9acd4f
Bord Gais Energy Ltd - P0830,Monitoring Returns,2025 Whitegate Power Station Environmental & Occupational Noise Survey Report,2025-04-23T00:00:00,Closed,2025-03-04T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1d446a72-f6f8-ef11-a373-0050568a2d1a,P0830,77b27d91-5c28-4c1a-afbb-f7c28a3ce496
Beckman Coulter Ireland Inc. Unlimited Company - P1131,Site Updates/Notifications,Minor Emission Point Monitoring Plan ,2025-04-23T00:00:00,Closed,2025-03-18T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=20228201-d603-f011-a373-0050568a2d1a,P1131,a8470f9d-4e5c-4b21-b20a-0b71c869c129
"MSD International GmbH, trading as MSD Ireland (Brinny) - P0005",Monitoring Returns,MSD Ireland (Brinny) Noise Monitoring report for H2 2024,2025-04-23T00:00:00,Closed,2025-01-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=28753e66-8edc-ef11-a372-0050568a2d1a,P0005,402b12ea-8c77-4050-bc57-908a1f088899
Mr Michael O'Connor (Glenbeg) - P0897,Annual Environmental Report,AER 2024,2025-04-23T00:00:00,Closed,2025-02-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3f5d14ef-c6f5-ef11-a373-0050568a2d1a,P0897,a8edeb23-3f43-47be-a2cf-ee5c3585589f
Ballynacarrick Landfill Site - W0024,Requests for Approval and Site Reports,Request to reduce frequency of monitoring for Total and Faecal Coliforms,2025-04-23T00:00:00,Closed,2025-02-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=45939830-fde9-ef11-a372-0050568a2d1a,W0024,708e0e98-3eb9-4ef5-8da8-81b1f6b4c18b
Glenmore Generation Limited - P1004,Site Updates/Notifications,"Response to Odour complaint COMO19553, COMO19547, COMO19533",2025-04-23T00:00:00,Closed,2024-09-04T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=459b719f-cb6a-ef11-a36a-b687df52d074,P1004,ca1c0802-73b4-e511-987f-0050568a69e2
Electricity Supply Board (Moneypoint) - P0605,Site Updates/Notifications,Response to SV29353,2025-04-23T00:00:00,Closed,2025-02-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=59d20ba5-d0ee-ef11-a373-0050568a2d1a,P0605,d7347f12-ed09-4cff-b9e0-6b40203819d8
Irish Tar & Bitumen Suppliers - P0086,Annual Environmental Report,2024 AER,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=5adf45c4-460e-f011-a373-0050568a2d1a,P0086,39de3daa-4aad-46dd-ab12-ec4888ac3338
Key Waste Management Limited - W0045,Monitoring Returns,Annual 2024 Sewer Monitoring Report,2025-04-23T00:00:00,Closed,2025-03-07T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=5d50deaf-31fb-ef11-a373-0050568a2d1a,W0045,f5652da1-291c-4422-92d9-50a15b21fe02
Mr James O'Brien - P0316,Annual Environmental Report,AER 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=62c76b0d-280e-f011-a373-0050568a2d1a,P0316,a0843f07-6fea-4f6f-a32a-4b9df55a8965
Key Waste Management Limited - W0045,Monitoring Returns,Annual 2024 Dust Monitoring Report,2025-04-23T00:00:00,Closed,2025-03-07T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=64be3929-3bfb-ef11-a373-0050568a2d1a,W0045,f5652da1-291c-4422-92d9-50a15b21fe02
Electricity Supply Board (Moneypoint) - P0605,Site Updates/Notifications,temporary Boiler on site,2025-04-23T00:00:00,Closed,2025-01-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=66559b2a-dfcd-ef11-a36e-0050568a2d1a,P0605,d7347f12-ed09-4cff-b9e0-6b40203819d8
Oldpark Pigs Limited - P0661,Annual Environmental Report,AER 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=70d263f4-3a0e-f011-a373-0050568a2d1a,P0661,1b9c8782-4204-4f66-93c4-a956557c1b19
Mr Thomas O'Brien - P0554,Annual Environmental Report,AER 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=732772d0-340e-f011-a373-0050568a2d1a,P0554,327a72c6-d151-44d2-a882-424dd0952004
Mallinckrodt Pharmaceuticals Ireland Limited - P1060,Annual Environmental Report,Mallinckrodt AER 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7e586f0a-150e-f011-a373-0050568a2d1a,P1060,f0906e87-d97a-e811-a2d5-0050568a66b2
Ipsen Manufacturing Limited - P0117,Monitoring Returns,Air Emissions Monitoring Reports 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7fd988a1-490e-f011-a373-0050568a2d1a,P0117,0251c65c-5ad5-49cf-a86f-e1a3404bf003
Mr Michael Crowley - P0660,Annual Environmental Report,AER 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=80cf63a4-360e-f011-a373-0050568a2d1a,P0660,d805efad-76d9-4f75-a4ba-76b7d45cf94e
TC Farms Limited - P0985,Annual Environmental Report,AER 2024 P0985-01,2025-04-23T00:00:00,Closed,2025-03-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=863c3983-f30b-f011-a373-0050568a2d1a,P0985,3446ac20-ffe1-e511-987f-0050568a69e2
Electricity Supply Board (Moneypoint) - P0605,Monitoring Returns,SV29353- Stormwater Weekly Visuals,2025-04-23T00:00:00,Closed,2025-02-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=873cc4c7-d2e7-ef11-a372-0050568a2d1a,P0605,d7347f12-ed09-4cff-b9e0-6b40203819d8
Ipsen Manufacturing Limited - P0117,Monitoring Returns,Emissions to Sewer Monitoring Records 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=89a1ed30-490e-f011-a373-0050568a2d1a,P0117,0251c65c-5ad5-49cf-a86f-e1a3404bf003
Wexal International Limited - P0394,Requests for Approval and Site Reports,Wexal - P00394-01 Well 502 Pumping Rate Change Report,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8a676f55-1b0e-f011-a373-0050568a2d1a,P0394,df83c0e3-5fb9-447a-b1f0-fe0c506abec5
Roscommon Town & Environs - D0116,Site Updates/Notifications,Notification of planned works - Ballingard Rising Main,2025-04-23T00:00:00,Closed,2024-05-01T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8b6bc8ce-b707-ef11-a364-0050568a2d1a,D0116,09508791-1dcd-464f-8606-d81f4365bdd1
Electricity Supply Board (North Wall) - P0579,Site Updates/Notifications,INCI027708  - Incident Referred - 18 July 2024,2025-04-23T00:00:00,Closed,2024-07-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8df03366-cf49-ef11-a368-0050568a2d1a,P0579,4dccc3f1-97fd-4c6d-9c13-29944f833b8f
Recordati Ireland Limited - P0476,Annual Environmental Report,AER Summary 2024,2025-04-23T00:00:00,Closed,2025-03-20T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=94058551-aa05-f011-a373-0050568a2d1a,P0476,7e4db711-acd1-46d3-a9ec-9789cd649891
Electricity Supply Board (Poolbeg) - P0577,Site Updates/Notifications,OCGT Site Soil Remediation Works Update 30-09-24,2025-04-23T00:00:00,Closed,2024-09-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9e549a2c-437f-ef11-a36b-0050568a2d1a,P0577,fb942f45-1bf4-4451-b256-5c7e5bb7d814
Bord Gais Energy Power Plant - P1197,Requests for Approval and Site Reports,Condition 6.12.1 / 6.13.1,2025-04-23T00:00:00,Closed,2024-12-02T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a428023d-c0b0-ef11-a36c-0050568a2d1a,P1197,a3e3672b-2ae4-481b-a307-b9b42424b5cf
Future Pigs Limited - P0420,Annual Environmental Report,AER,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a662ebb6-3c0e-f011-a373-0050568a2d1a,P0420,ae069c33-5a18-4e3f-9666-3cf8a6512565
Bord Gais Energy Power Plant - P1197,Requests for Approval and Site Reports,Response to RI021961 Condition 6.12.1 / 6.13.1,2025-04-23T00:00:00,Closed,2025-03-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ac74ee3b-6dfa-ef11-a373-0050568a2d1a,P1197,a3e3672b-2ae4-481b-a307-b9b42424b5cf
Key Waste Management Limited - W0045,Monitoring Returns,Annual 2024 Noise Monitoring Report,2025-04-23T00:00:00,Closed,2025-03-07T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b5762feb-66fb-ef11-a373-0050568a2d1a,W0045,f5652da1-291c-4422-92d9-50a15b21fe02
Dublin Waste to Energy Limited - W0232,Monitoring Returns,EN14181 Compliance Testing Reports QAL2 July 2023 ,2025-04-23T00:00:00,Closed,2023-09-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=bda925bf-d25e-ee11-a352-0050568a2d1a,W0232,f6d319cd-ac9c-4fd0-a026-b0d7108bedf1
Electricity Supply Board (West Offaly Power) - P0611,Site Updates/Notifications,Update for EPA report sv30444,2025-04-23T00:00:00,Closed,2024-11-07T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=c3c2f08b-fe9c-ef11-a36b-0050568a2d1a,P0611,a97c8794-77e0-416c-a5f6-f3a9b61e72a4
Pfizer Ireland Pharmaceuticals Unlimited Company (Ringaskiddy) - P0013,Site Updates/Notifications,Re-turn scheme charity donation,2025-04-23T00:00:00,Closed,2024-08-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=cad09177-a963-ef11-a36a-b687df52d074,P0013,8e7289a5-44fc-4715-b9b6-a76e88c16c0d
Electricity Supply Board (Aghada) - P0561,Site Updates/Notifications,ESB Aghada Waste contractor approval sought J Ryan Haulage & ENVA W0254-01,2025-04-23T00:00:00,Closed,2025-03-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=d492a2d2-e104-f011-a373-0050568a2d1a,P0561,94eeb25b-3d0a-402a-81ac-5a183cdbeb56
Marinochem Limited - P0034,Annual Environmental Report,AER2024,2025-04-23T00:00:00,Closed,2025-03-21T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=dd96ff34-6606-f011-a373-0050568a2d1a,P0034,ac83b258-643f-4447-a1cd-2c4cfeb7c702
R & A Bailey & Company - P0807,Annual Environmental Report,Annual Environmental Report 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ecce97a3-4e0e-f011-a373-0050568a2d1a,P0807,3d12fab3-48ea-4506-a1e7-25c2f8ee5dca
Drumabodan Landfill Site - W0063,Requests for Approval and Site Reports,Request to reduce frequency of monitoring for Total and Faecal Coliforms,2025-04-23T00:00:00,Closed,2025-02-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=f8bf4db3-fde9-ef11-a372-0050568a2d1a,W0063,6c3ced43-2fb2-448e-ba04-4be281de4379
Mr Laurence Denn - P0894,Annual Environmental Report,AER 2024,2025-04-23T00:00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=f9c6705a-3b0e-f011-a373-0050568a2d1a,P0894,c8395ae4-5244-4965-893c-f0e6beb403c1
Muckish Landfill Site - W0126,Requests for Approval and Site Reports,Request to reduce frequency of monitoring for Total and Faecal Coliforms,2025-04-23T00:00:00,Closed,2025-02-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=fd40f487-fde9-ef11-a372-0050568a2d1a,W0126,6432f5fc-e5db-4631-87ab-65f8d0f10ba5
Architectural & Metal Systems Limited - P1117,Annual Environmental Report,AMS - AER 2024,2025-04-23T00:00:00,Closed,2025-03-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ff77aa7e-e10b-f011-a373-0050568a2d1a,P1117,ddacbc7b-4a2e-4068-95a1-630e12736479
Kildare County Council - P1063,Incident,Monitoring Equipment Issues,2025-04-22T00:00:00+00:00,Open,2025-04-22T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=112b9edd-891f-f011-a373-0050568a2d1a,P1063,d327580f-5fd8-e811-a2db-0050568a66b2
JANSSEN SCIENCES IRELAND UC - P0778,Incident,N/A,2025-04-22T00:00:00+00:00,Closed,2025-04-15T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1c8de471-141a-f011-a373-0050568a2d1a,P0778,ff8e8bb5-cf35-4fb1-a789-af7571da741d
Ballydonagh Landfill - W0028,Incident,Trigger Level Reached,2025-04-22T00:00:00+00:00,Open,2025-04-22T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=3ba5a252-6e1f-f011-a373-0050568a2d1a,W0028,3375f276-a86f-4644-af2f-41a79fd43851
Marlinstown Landfill - W0071,Incident,Trigger Level Reached,2025-04-22T00:00:00+00:00,Open,2025-04-22T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=5ec8d8c5-701f-f011-a373-0050568a2d1a,W0071,7a5ca805-381b-40f2-b446-72b1a823008d
"Portrane, Donabate, Rush, Lusk - D0114",Incident,Uncontrolled Release,2025-04-22T00:00:00+00:00,Open,2025-04-22T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=806e4e5e-921f-f011-a373-0050568a2d1a,D0114,6c54e845-c553-4279-a359-5e516b54bbd9
