licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Ballon Meats Limited - P0846,Incident,,2025-05-09T00:00:00+00:00,Closed,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=a32a4686-c016-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
Euroflex Teoranta - P0969,Incident,,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ade8fd00-cb2c-f011-a373-0050568a2d1a,P0969,b72ba093-7044-e711-91cb-0050568a69e2
Kilmuckridge - D0161,Incident,,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=d4255878-e52c-f011-a373-0050568a2d1a,D0161,befdf217-ba1d-402c-bccc-59f2199b4e06
Ted O'Donoghue and Sons Limited - W0214,Site Updates/Notifications,O Donoghue Waste Acceptance procedures Jan 25,2025-05-09T00:00:00+00:00,Closed,2025-01-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0050bc69-cddf-ef11-a372-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Irish Pioneer Works (Fabricators) Limited - P0407,Monitoring Returns,Site Odour Report 2024,2025-05-09T00:00:00+00:00,Closed,2025-04-22T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=04c46a5d-6f1f-f011-a373-0050568a2d1a,P0407,bebdf539-5240-4ede-a0fd-398cb98a7971
Carbery Food Ingredients Limited - P0390,Monitoring Returns,Monthly Report to the EPA April 2025,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ceb34a7-c92c-f011-a373-0050568a2d1a,P0390,4f0d2033-a3d6-41f2-a3eb-48d299b58841
Ted O'Donoghue and Sons Limited - W0214,Requests for Approval and Site Reports,ire Risk Assessment and Firewater Retention Risk Assessment 2024,2025-05-09T00:00:00+00:00,Closed,2024-06-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2df6b64e-b12c-ef11-a368-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Mr Liam McCague - P1017,Annual Environmental Report,AER ,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=34c5bf90-302d-f011-a373-0050568a2d1a,P1017,f251226b-1d11-e611-99f8-0050568a69e2
Gairdini - P0639,Site Updates/Notifications,Easter Shutdown 2025,2025-05-09T00:00:00+00:00,Closed,2025-04-18T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3d6f4388-371c-f011-a373-0050568a2d1a,P0639,ad521268-f974-43a7-b12d-74ab4b779731
Roadstone  Limited (Maddoxtown) - P0521,Monitoring Returns,Bennettsbridge Water Quality SW2 Q1 2025,2025-05-09T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3e06f7b0-bd2c-f011-a373-0050568a2d1a,P0521,435d9311-740c-4eb5-b0e6-d8c0592b0fcb
Mr Michael Monagle (Sharragh Pig farms) - P0437,Annual Environmental Report,AER 2024 Resubmitted,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=599d3cbe-bb2c-f011-a373-0050568a2d1a,P0437,62f1f404-c6c1-450b-928f-a8a06dae9833
Ted O'Donoghue and Sons Limited - W0214,Site Updates/Notifications,Updated Waste Plan 2025,2025-05-09T00:00:00+00:00,Closed,2025-01-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=68d56d09-cedf-ef11-a372-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Merck Millipore Limited - P0571,Site Updates/Notifications,WWTP RTO Maintenance,2025-05-09T00:00:00+00:00,Closed,2025-04-02T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=69ce3b28-bb0f-f011-a373-0050568a2d1a,P0571,b6c708e3-93c0-41c2-a1dc-5d12732e786c
Ballon Meats Limited - P0846,Monitoring Returns,Noise Survey Report 2023,2025-05-09T00:00:00+00:00,Closed,2025-04-04T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6e2714e3-4211-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
Knockharley Landfill - W0146,Site Updates/Notifications,W0146 - Requested information,2025-05-09T00:00:00+00:00,Closed,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=79d5042b-112c-f011-a373-0050568a2d1a,W0146,8a684cb8-e7fb-4d81-b843-20ffd7f4aeeb
GP Wood Ltd - P0594,Site Updates/Notifications,Site Visit Report follow Up _ May 2025,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8825259c-be2c-f011-a373-0050568a2d1a,P0594,a8bf7e16-caba-4137-a7d7-d34c1df05886
Merck Millipore Limited - P0571,Site Updates/Notifications,WWTP RTO Maintenance,2025-05-09T00:00:00+00:00,Closed,2025-04-25T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=97485cdc-d721-f011-a373-0050568a2d1a,P0571,b6c708e3-93c0-41c2-a1dc-5d12732e786c
Lakeland Agri Limited - P1020,Annual Environmental Report,AER 2024,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9df4cac3-2d2d-f011-a373-0050568a2d1a,P1020,ae1911dd-db54-e611-9a04-0050568a69e2
Ballon Meats Limited - P0846,Monitoring Returns,Odour Survey 2025,2025-05-09T00:00:00+00:00,Closed,2025-04-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9e6b40be-c91a-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
Zinc Processors Limited Trading As Shannonside Galvanizing - P0650,Monitoring Returns,OSW 3 Results,2025-05-09T00:00:00+00:00,Closed,2025-02-18T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b5ec2ef8-01ee-ef11-a373-0050568a2d1a,P0650,4f1f67a4-0f13-4d2d-a451-d546f03f1cb4
Johnson & Johnson Vision Care Ireland Unlimited Company - P0818,Monitoring Returns,"March 2025 Monthly Return for P0818-05, AirEmission Points",2025-05-09T00:00:00+00:00,Closed,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b796e276-5320-f011-a373-0050568a2d1a,P0818,c384e292-8ae1-44cd-a0f3-80d28c31c889
Slaney Foods International Unlimited Company - P0047,Monitoring Returns,Boiler reports 2025,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=c9057ddc-b22c-f011-a373-0050568a2d1a,P0047,4035f7d3-b2af-46e5-8013-575501921a7d
Roadstone  Limited (Maddoxtown) - P0521,Monitoring Returns,Bennettsbridge Groundwater Data Q1 2025,2025-05-09T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=cc7b71f2-bb2c-f011-a373-0050568a2d1a,P0521,435d9311-740c-4eb5-b0e6-d8c0592b0fcb
Roadstone  Limited (Maddoxtown) - P0521,Monitoring Returns,Bennettsbridge Water Flow Data Q1 2025,2025-05-09T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e37bcc43-be2c-f011-a373-0050568a2d1a,P0521,435d9311-740c-4eb5-b0e6-d8c0592b0fcb
Johnson & Johnson Vision Care Ireland Unlimited Company - P0818,Monitoring Returns,"January 2025 Monthly Return for P0818-05, Effluent SE-01",2025-05-09T00:00:00+00:00,Closed,2025-02-25T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=f1e9f9b6-53f3-ef11-a373-0050568a2d1a,P0818,c384e292-8ae1-44cd-a0f3-80d28c31c889
G. Bruss GmbH Dichtungstechnik - P0465,EPA Initiated Correspondence,,2025-05-09T00:00:00+00:00,Closed,2025-05-06T00:00:00,https://data.epa.ie/leap/api/v1/MeetingCorrespondence/epainiciatedcorrespondencebyid?epainitiatedcorrespondence_id=043da082-8f2a-f011-a373-0050568a2d1a,P0465,f171631f-919b-4f38-9449-c2e4e8cde58e
Walshestown Restoration Limited - W0254,EPA Initiated Correspondence,,2025-05-09T00:00:00+00:00,Closed,2025-05-06T00:00:00,https://data.epa.ie/leap/api/v1/MeetingCorrespondence/epainiciatedcorrespondencebyid?epainitiatedcorrespondence_id=b293a54a-4f2a-f011-a373-0050568a2d1a,W0254,af4ef788-0ab5-4ca6-8f58-98bd88a78c59
Starrus Eco Holdings Limited (Slane) - W0140,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=074ea9cf-af2c-f011-a373-0050568a2d1a,W0140,52f1734b-9458-4591-9f4f-c4279e494290
Ballon Meats Limited - P0846,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=0c9e5e67-bc25-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
Starrus Eco Holdings Limited (Slane) - W0140,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=22c5f385-af2c-f011-a373-0050568a2d1a,W0140,52f1734b-9458-4591-9f4f-c4279e494290
Starrus Eco Holdings Limited (Slane) - W0140,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=2bf465ba-ae2c-f011-a373-0050568a2d1a,W0140,52f1734b-9458-4591-9f4f-c4279e494290
Alert Packaging Limited - P0366,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=2e04a638-6b2a-f011-a373-0050568a2d1a,P0366,359b4db8-d712-4f91-bbbb-25f7d0633ca6
The Hammond Lane Metal Company Limited - P0997,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=557ba542-b62c-f011-a373-0050568a2d1a,P0997,77385efd-ce54-e611-9a04-0050568a69e2
T & J Standish (Roscrea) Limited - P0320,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=67958a63-e02c-f011-a373-0050568a2d1a,P0320,7e41b3ba-369c-46ed-a8a4-0d3564f000b3
Arrabawn Co-operative Society Limited - P0791,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=75bff819-e12c-f011-a373-0050568a2d1a,P0791,1d9f7773-fd97-4aa8-9cb5-9654f20dcc81
Starrus Eco Holdings Limited (Slane) - W0140,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=80f7982b-af2c-f011-a373-0050568a2d1a,W0140,52f1734b-9458-4591-9f4f-c4279e494290
The Hammond Lane Metal Company Limited - P0997,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=85750d13-b62c-f011-a373-0050568a2d1a,P0997,77385efd-ce54-e611-9a04-0050568a69e2
The Hammond Lane Metal Company Limited - P0997,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=af471271-b62c-f011-a373-0050568a2d1a,P0997,77385efd-ce54-e611-9a04-0050568a69e2
T & J Standish (Roscrea) Limited - P0320,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=b78b9d47-e02c-f011-a373-0050568a2d1a,P0320,7e41b3ba-369c-46ed-a8a4-0d3564f000b3
Starrus Eco Holdings Limited (Slane) - W0140,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=d09ce7ee-ae2c-f011-a373-0050568a2d1a,W0140,52f1734b-9458-4591-9f4f-c4279e494290
The Hammond Lane Metal Company Limited - P0997,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=e498ca99-982a-f011-a373-0050568a2d1a,P0997,77385efd-ce54-e611-9a04-0050568a69e2
Tipperary Co-operative Creamery Limited - P0801,Non Compliance,,2025-05-09T00:00:00+00:00,Issued,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=fd3866e1-df2c-f011-a373-0050568a2d1a,P0801,026aee83-b768-4261-9048-837d8196b0f3
Duncannon - D0245,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-03-20T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=19d372c0-1bbe-ef11-a324-0050568a66b2,D0245,52534249-30c5-49d3-bd83-2a78df2693c5
Bridgetown and Environs - D0231,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-03-20T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=1dd372c0-1bbe-ef11-a324-0050568a66b2,D0231,53330a91-4a32-45fc-b34b-f64f3cc80417
Arrabawn Co-operative Society Limited - P0791,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-04-24T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=2e409c1f-a6d1-ef11-a325-0050568a66b2,P0791,1d9f7773-fd97-4aa8-9cb5-9654f20dcc81
Architectural & Metal Systems Limited - P1117,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-04-24T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=3cec8937-a6d1-ef11-a325-0050568a66b2,P1117,ddacbc7b-4a2e-4068-95a1-630e12736479
Clonbulloge Ash Repository - W0049,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=68ec8937-a6d1-ef11-a325-0050568a66b2,W0049,7b07b395-e663-4466-907a-ae5168854d7a
Alert Packaging Limited - P0366,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-03-14T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=6a471439-b6bb-ef11-a324-0050568a66b2,P0366,359b4db8-d712-4f91-bbbb-25f7d0633ca6
Starrus Eco Holdings Limited (Slane) - W0140,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-03-14T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=8b6c8004-f500-f011-a373-0050568a2d1a,W0140,52f1734b-9458-4591-9f4f-c4279e494290
Arch Chemicals BV - P0060,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-03-26T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=952800be-14f9-ef11-a325-0050568a66b2,P0060,17920c5b-2c49-4c50-8f0c-7baa9941741b
T & J Standish (Roscrea) Limited - P0320,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=b4f89a13-a6d1-ef11-a325-0050568a66b2,P0320,7e41b3ba-369c-46ed-a8a4-0d3564f000b3
Woodford Timber Products Limited - P0377,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-05-01T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=ccf89a13-a6d1-ef11-a325-0050568a66b2,P0377,1571f15d-9d94-4dac-bec0-8f2ab75e06fd
Ballon Meats Limited - P0846,Site Visit,,2025-05-09T00:00:00+00:00,Closed,2025-04-01T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=facd8421-c10f-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
Ted O'Donoghue and Sons Limited - W0214,Compliance Investigation,"W0214-01, Site Operational Controls and Management",2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Ci/byid?ci_id=f99eaa85-5620-f011-a373-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Boliden Tara Mines Limited - P0516,Complaint,"P0516-04, 19/03/2025, Noise",2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=b3469d2e-f22b-f011-a373-0050568a2d1a,P0516,87b64801-f4eb-4205-9197-0233586a0f2e
ERAS ECO Ltd - W0211,Complaint,COM020844 - Web Submission,2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=f11044c3-e62b-f011-a373-0050568a2d1a,W0211,8851c993-adac-4688-93b4-13c9820afc14
Tramore - D0015,Incident,,2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=15fff032-112c-f011-a373-0050568a2d1a,D0015,ee18cb88-39e8-44bc-9211-63516448868a
Thermo Fisher Scientific Cork Limited - P0004,Incident,,2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=42754184-212c-f011-a373-0050568a2d1a,P0004,1a507022-d459-4a98-afb9-cc0587998ac1
Ballon Meats Limited - P0846,Incident,,2025-05-08T00:00:00+00:00,Closed,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=5245d132-971b-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
Architectural & Metal Systems Limited - P1117,Incident,,2025-05-08T00:00:00+00:00,Closed,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6e5bdbd9-e92b-f011-a373-0050568a2d1a,P1117,ddacbc7b-4a2e-4068-95a1-630e12736479
Pettigo - A0461,Incident,,2025-05-08T00:00:00+00:00,Closed,2025-05-07T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=84656e24-572b-f011-a373-0050568a2d1a,A0461,367e7389-5d3c-4c3b-98aa-22f27ba522a6
Robertstown - D0234,Incident,,2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=e17ee66a-252c-f011-a373-0050568a2d1a,D0234,3d6e17f9-6e9f-4ae9-9cfd-e0de5f59cc1f
Clones and Environs - D0206,Incident,,2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=e28e0360-262c-f011-a373-0050568a2d1a,D0206,57cddeaa-731e-4181-bbba-8c562cd7677b
Euroflex Teoranta - P0969,Site Updates/Notifications,Temporary change of primary FID,2025-05-08T00:00:00+00:00,Closed,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=00dc3f62-252c-f011-a373-0050568a2d1a,P0969,b72ba093-7044-e711-91cb-0050568a69e2
Ballon Meats Limited - P0846,Monitoring Returns,Environmental Noise Survey 2025,2025-05-08T00:00:00+00:00,Closed,2025-04-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=06510a1d-d11a-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
MSD International GmbH t/a MSD Ireland (Biotech Dublin) - P1106,Site Updates/Notifications, Integrity of hardstanding,2025-05-08T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=109e5e67-bc25-f011-a373-0050568a2d1a,P1106,2da03876-ace3-4c97-98bc-61678774639c
MSD International GmbH t/a MSD Ireland (Dunboyne Biologics) - P1073,Site Updates/Notifications,SE1 Composite Sampler ,2025-05-08T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=16508d1e-9625-f011-a373-0050568a2d1a,P1073,541d080f-45b6-448e-8327-82e0cb13dc2e
Masonite Ireland - P0021,Monitoring Returns,Masonite Bi-Annual Groundwater Analysis Round 1 2025,2025-05-08T00:00:00+00:00,Closed,2025-05-02T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=34208bb8-5327-f011-a373-0050568a2d1a,P0021,2e67f682-f839-42e2-a4d5-7b87c6b1b6fa
Killarney Waste Disposal Unlimited Company - W0217,Requests for Approval and Site Reports,Schedule A - Section A.2 - Limitation Alteration Request 2025,2025-05-08T00:00:00+00:00,Closed,2025-05-07T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a29b2b6e-512b-f011-a373-0050568a2d1a,W0217,ccbe4468-627f-4095-96df-8b85c989cc22
Rochfortbridge - D0101,Site Updates/Notifications,Replenishment of sand Filter media Rochfortbridge WWTP ,2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a4c2dd6f-152c-f011-a373-0050568a2d1a,D0101,00fa673b-9783-429f-b5f7-5be382156e67
Lohermore Farms Limited - P0703,Annual Environmental Report,"AER, BATc, Environmental and Ammonia Report Amended",2025-05-08T00:00:00+00:00,Open,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ca910d54-f42b-f011-a373-0050568a2d1a,P0703,67460fed-5735-47c7-a59b-98510a1c836b
Dawn Meats Ireland Unlimited Company - P0048,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=10f33960-e72b-f011-a373-0050568a2d1a,P0048,0ddcfd00-3387-4faa-8f6a-903832a66c66
Dawn Meats Ireland Unlimited Company - P0048,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=352bbb30-e72b-f011-a373-0050568a2d1a,P0048,0ddcfd00-3387-4faa-8f6a-903832a66c66
Derryclure Landfill - W0029,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=3570c873-fe2b-f011-a373-0050568a2d1a,W0029,a3148361-f26a-4d49-b615-f37a0a243e7b
Derryclure Landfill - W0029,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=3a07064a-ff2b-f011-a373-0050568a2d1a,W0029,a3148361-f26a-4d49-b615-f37a0a243e7b
Dawn Meats Ireland Unlimited Company - P0048,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=4210158b-e72b-f011-a373-0050568a2d1a,P0048,0ddcfd00-3387-4faa-8f6a-903832a66c66
Starrus Eco Holdings Limited (Littleton) - W0249,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=61b32f73-192c-f011-a373-0050568a2d1a,W0249,8b7b6c5f-c23c-4cac-8858-a7d04cc12567
Derryclure Landfill - W0029,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=6b52bb87-012c-f011-a373-0050568a2d1a,W0029,a3148361-f26a-4d49-b615-f37a0a243e7b
